Node Number	Total Deformation (m)
1409	0.
1410	0.
1411	0.
1412	0.
1413	0.
1414	0.
1415	0.
1416	0.
1417	0.
1418	0.
1419	0.
1420	0.
1421	0.
1422	0.
1423	0.
1424	0.
1425	0.
1426	0.
1427	0.
1428	0.
1429	0.
1430	0.
1431	0.
1432	0.
1433	0.
1434	0.
1435	0.
1436	0.
1437	0.
1438	0.
1439	0.
1440	0.
1441	0.
1442	0.
1443	0.
1444	0.
1445	0.
1446	0.
1447	0.
1448	0.
1449	0.
1450	0.
1451	0.
1452	0.
1453	2.4814e-012
1454	2.4701e-012
1455	2.4599e-012
1456	2.4517e-012
1457	2.4464e-012
1458	2.4445e-012
1459	2.4464e-012
1460	2.4517e-012
1461	2.4599e-012
1462	2.4701e-012
1463	2.4814e-012
1464	2.4701e-012
1465	2.4591e-012
1466	2.4492e-012
1467	2.4412e-012
1468	2.436e-012
1469	2.4342e-012
1470	2.436e-012
1471	2.4412e-012
1472	2.4492e-012
1473	2.4591e-012
1474	2.4701e-012
1475	2.4599e-012
1476	2.4492e-012
1477	2.4394e-012
1478	2.4315e-012
1479	2.4264e-012
1480	2.4246e-012
1481	2.4264e-012
1482	2.4315e-012
1483	2.4394e-012
1484	2.4492e-012
1485	2.4599e-012
1486	2.4517e-012
1487	2.4412e-012
1488	2.4315e-012
1489	2.4237e-012
1490	2.4186e-012
1491	2.4168e-012
1492	2.4186e-012
1493	2.4237e-012
1494	2.4315e-012
1495	2.4412e-012
1496	2.4517e-012
1497	2.4464e-012
1498	2.436e-012
1499	2.4264e-012
1500	2.4186e-012
1501	2.4135e-012
1502	2.4117e-012
1503	2.4135e-012
1504	2.4186e-012
1505	2.4264e-012
1506	2.436e-012
1507	2.4464e-012
1508	2.4445e-012
1509	2.4342e-012
1510	2.4246e-012
1511	2.4168e-012
1512	2.4117e-012
1513	2.41e-012
1514	2.4117e-012
1515	2.4168e-012
1516	2.4246e-012
1517	2.4342e-012
1518	2.4445e-012
1519	2.4464e-012
1520	2.436e-012
1521	2.4264e-012
1522	2.4186e-012
1523	2.4135e-012
1524	2.4117e-012
1525	2.4135e-012
1526	2.4186e-012
1527	2.4264e-012
1528	2.436e-012
1529	2.4464e-012
1530	2.4517e-012
1531	2.4412e-012
1532	2.4315e-012
1533	2.4237e-012
1534	2.4186e-012
1535	2.4168e-012
1536	2.4186e-012
1537	2.4237e-012
1538	2.4315e-012
1539	2.4412e-012
1540	2.4517e-012
1541	2.4599e-012
1542	2.4492e-012
1543	2.4394e-012
1544	2.4315e-012
1545	2.4264e-012
1546	2.4246e-012
1547	2.4264e-012
1548	2.4315e-012
1549	2.4394e-012
1550	2.4492e-012
1551	2.4599e-012
1552	2.4701e-012
1553	2.4591e-012
1554	2.4492e-012
1555	2.4412e-012
1556	2.436e-012
1557	2.4342e-012
1558	2.436e-012
1559	2.4412e-012
1560	2.4492e-012
1561	2.4591e-012
1562	2.4701e-012
1563	2.4814e-012
1564	2.4701e-012
1565	2.4599e-012
1566	2.4517e-012
1567	2.4464e-012
1568	2.4445e-012
1569	2.4464e-012
1570	2.4517e-012
1571	2.4599e-012
1572	2.4701e-012
1573	2.4814e-012
1574	2.4936e-012
1575	2.482e-012
1576	2.4714e-012
1577	2.4628e-012
1578	2.4572e-012
1579	2.4552e-012
1580	2.4572e-012
1581	2.4628e-012
1582	2.4714e-012
1583	2.482e-012
1584	2.4936e-012
1585	2.5058e-012
1586	2.4936e-012
1587	2.482e-012
1588	2.4714e-012
1589	2.4628e-012
1590	2.4572e-012
1591	2.4552e-012
1592	2.4572e-012
1593	2.4628e-012
1594	2.4714e-012
1595	2.482e-012
1596	2.4936e-012
1597	2.5058e-012
1598	2.4936e-012
1599	2.482e-012
1600	2.4714e-012
1601	2.4628e-012
1602	2.4572e-012
1603	2.4552e-012
1604	2.4572e-012
1605	2.4628e-012
1606	2.4714e-012
1607	2.482e-012
1608	2.4936e-012
1609	2.5058e-012
1610	2.4936e-012
1611	2.482e-012
1612	2.4714e-012
1613	2.4628e-012
1614	2.4572e-012
1615	2.4552e-012
1616	2.4572e-012
1617	2.4628e-012
1618	2.4714e-012
1619	2.482e-012
1620	2.4936e-012
1621	2.5058e-012
1622	2.289e-012
1623	2.0863e-012
1624	1.8867e-012
1625	1.6909e-012
1626	1.4994e-012
1627	1.3125e-012
1628	1.1297e-012
1629	9.487e-013
1630	7.6568e-013
1631	5.6771e-013
1632	3.4592e-013
1633	2.2767e-012
1634	2.0729e-012
1635	1.8718e-012
1636	1.6737e-012
1637	1.4792e-012
1638	1.2885e-012
1639	1.1011e-012
1640	9.1551e-013
1641	7.29e-013
1642	5.3298e-013
1643	3.1918e-013
1644	2.2654e-012
1645	2.0608e-012
1646	1.8582e-012
1647	1.6581e-012
1648	1.4612e-012
1649	1.2676e-012
1650	1.0776e-012
1651	8.9058e-013
1652	7.0514e-013
1653	5.1566e-013
1654	3.1196e-013
1655	2.2564e-012
1656	2.051e-012
1657	1.8473e-012
1658	1.6458e-012
1659	1.4471e-012
1660	1.2519e-012
1661	1.0608e-012
1662	8.7403e-013
1663	6.9108e-013
1664	5.0651e-013
1665	3.086e-013
1666	2.2504e-012
1667	2.0446e-012
1668	1.8402e-012
1669	1.6379e-012
1670	1.4383e-012
1671	1.2422e-012
1672	1.0508e-012
1673	8.6473e-013
1674	6.8378e-013
1675	5.0222e-013
1676	3.0722e-013
1677	2.2484e-012
1678	2.0424e-012
1679	1.8378e-012
1680	1.6352e-012
1681	1.4352e-012
1682	1.239e-012
1683	1.0475e-012
1684	8.6175e-013
1685	6.815e-013
1686	5.0093e-013
1687	3.0682e-013
1688	2.2504e-012
1689	2.0446e-012
1690	1.8402e-012
1691	1.6379e-012
1692	1.4383e-012
1693	1.2422e-012
1694	1.0508e-012
1695	8.6473e-013
1696	6.8378e-013
1697	5.0222e-013
1698	3.0722e-013
1699	2.2564e-012
1700	2.051e-012
1701	1.8473e-012
1702	1.6458e-012
1703	1.4471e-012
1704	1.2519e-012
1705	1.0608e-012
1706	8.7403e-013
1707	6.9108e-013
1708	5.0651e-013
1709	3.086e-013
1710	2.2654e-012
1711	2.0608e-012
1712	1.8582e-012
1713	1.6581e-012
1714	1.4612e-012
1715	1.2676e-012
1716	1.0776e-012
1717	8.9058e-013
1718	7.0514e-013
1719	5.1566e-013
1720	3.1196e-013
1721	2.2767e-012
1722	2.0729e-012
1723	1.8718e-012
1724	1.6737e-012
1725	1.4792e-012
1726	1.2885e-012
1727	1.1011e-012
1728	9.1551e-013
1729	7.29e-013
1730	5.3298e-013
1731	3.1918e-013
1732	2.289e-012
1733	2.0863e-012
1734	1.8867e-012
1735	1.6909e-012
1736	1.4994e-012
1737	1.3125e-012
1738	1.1297e-012
1739	9.487e-013
1740	7.6568e-013
1741	5.6771e-013
1742	3.4592e-013
1743	0.
1744	0.
1745	0.
1746	0.
1747	0.
1748	0.
1749	0.
1750	0.
1751	0.
1752	0.
1753	0.
1754	0.
1755	4.0848e-013
1756	6.283e-013
1757	8.1316e-013
1758	9.8685e-013
1759	1.1599e-012
1760	1.3369e-012
1761	1.5194e-012
1762	1.7077e-012
1763	1.9015e-012
1764	2.0999e-012
1765	2.3018e-012
1766	0.
1767	4.0848e-013
1768	6.283e-013
1769	8.1316e-013
1770	9.8685e-013
1771	1.1599e-012
1772	1.3369e-012
1773	1.5194e-012
1774	1.7077e-012
1775	1.9015e-012
1776	2.0999e-012
1777	2.3018e-012
1778	3.4592e-013
1779	3.1918e-013
1780	3.1196e-013
1781	3.086e-013
1782	3.0722e-013
1783	3.0682e-013
1784	3.0722e-013
1785	3.086e-013
1786	3.1196e-013
1787	3.1918e-013
1788	3.4592e-013
1789	5.6771e-013
1790	5.3298e-013
1791	5.1566e-013
1792	5.0651e-013
1793	5.0222e-013
1794	5.0093e-013
1795	5.0222e-013
1796	5.0651e-013
1797	5.1566e-013
1798	5.3298e-013
1799	5.6771e-013
1800	7.6568e-013
1801	7.29e-013
1802	7.0514e-013
1803	6.9108e-013
1804	6.8378e-013
1805	6.815e-013
1806	6.8378e-013
1807	6.9108e-013
1808	7.0514e-013
1809	7.29e-013
1810	7.6568e-013
1811	9.487e-013
1812	9.1551e-013
1813	8.9058e-013
1814	8.7403e-013
1815	8.6473e-013
1816	8.6175e-013
1817	8.6473e-013
1818	8.7403e-013
1819	8.9058e-013
1820	9.1551e-013
1821	9.487e-013
1822	1.1297e-012
1823	1.1011e-012
1824	1.0776e-012
1825	1.0608e-012
1826	1.0508e-012
1827	1.0475e-012
1828	1.0508e-012
1829	1.0608e-012
1830	1.0776e-012
1831	1.1011e-012
1832	1.1297e-012
1833	1.3125e-012
1834	1.2885e-012
1835	1.2676e-012
1836	1.2519e-012
1837	1.2422e-012
1838	1.239e-012
1839	1.2422e-012
1840	1.2519e-012
1841	1.2676e-012
1842	1.2885e-012
1843	1.3125e-012
1844	1.4994e-012
1845	1.4792e-012
1846	1.4612e-012
1847	1.4471e-012
1848	1.4383e-012
1849	1.4352e-012
1850	1.4383e-012
1851	1.4471e-012
1852	1.4612e-012
1853	1.4792e-012
1854	1.4994e-012
1855	1.6909e-012
1856	1.6737e-012
1857	1.6581e-012
1858	1.6458e-012
1859	1.6379e-012
1860	1.6352e-012
1861	1.6379e-012
1862	1.6458e-012
1863	1.6581e-012
1864	1.6737e-012
1865	1.6909e-012
1866	1.8867e-012
1867	1.8718e-012
1868	1.8582e-012
1869	1.8473e-012
1870	1.8402e-012
1871	1.8378e-012
1872	1.8402e-012
1873	1.8473e-012
1874	1.8582e-012
1875	1.8718e-012
1876	1.8867e-012
1877	2.0863e-012
1878	2.0729e-012
1879	2.0608e-012
1880	2.051e-012
1881	2.0446e-012
1882	2.0424e-012
1883	2.0446e-012
1884	2.051e-012
1885	2.0608e-012
1886	2.0729e-012
1887	2.0863e-012
1888	2.289e-012
1889	2.2767e-012
1890	2.2654e-012
1891	2.2564e-012
1892	2.2504e-012
1893	2.2484e-012
1894	2.2504e-012
1895	2.2564e-012
1896	2.2654e-012
1897	2.2767e-012
1898	2.289e-012
1899	0.
1900	0.
1901	0.
1902	0.
1903	0.
1904	0.
1905	0.
1906	0.
1907	0.
1908	0.
1909	0.
1910	0.
1911	4.0848e-013
1912	6.283e-013
1913	8.1316e-013
1914	9.8685e-013
1915	1.1599e-012
1916	1.3369e-012
1917	1.5194e-012
1918	1.7077e-012
1919	1.9015e-012
1920	2.0999e-012
1921	2.3018e-012
1922	3.4592e-013
1923	3.1918e-013
1924	3.1196e-013
1925	3.086e-013
1926	3.0722e-013
1927	3.0682e-013
1928	3.0722e-013
1929	3.086e-013
1930	3.1196e-013
1931	3.1918e-013
1932	3.4592e-013
1933	5.6771e-013
1934	5.3298e-013
1935	5.1566e-013
1936	5.0651e-013
1937	5.0222e-013
1938	5.0093e-013
1939	5.0222e-013
1940	5.0651e-013
1941	5.1566e-013
1942	5.3298e-013
1943	5.6771e-013
1944	7.6568e-013
1945	7.29e-013
1946	7.0514e-013
1947	6.9108e-013
1948	6.8378e-013
1949	6.815e-013
1950	6.8378e-013
1951	6.9108e-013
1952	7.0514e-013
1953	7.29e-013
1954	7.6568e-013
1955	9.487e-013
1956	9.1551e-013
1957	8.9058e-013
1958	8.7403e-013
1959	8.6473e-013
1960	8.6175e-013
1961	8.6473e-013
1962	8.7403e-013
1963	8.9058e-013
1964	9.1551e-013
1965	9.487e-013
1966	1.1297e-012
1967	1.1011e-012
1968	1.0776e-012
1969	1.0608e-012
1970	1.0508e-012
1971	1.0475e-012
1972	1.0508e-012
1973	1.0608e-012
1974	1.0776e-012
1975	1.1011e-012
1976	1.1297e-012
1977	1.3125e-012
1978	1.2885e-012
1979	1.2676e-012
1980	1.2519e-012
1981	1.2422e-012
1982	1.239e-012
1983	1.2422e-012
1984	1.2519e-012
1985	1.2676e-012
1986	1.2885e-012
1987	1.3125e-012
1988	1.4994e-012
1989	1.4792e-012
1990	1.4612e-012
1991	1.4471e-012
1992	1.4383e-012
1993	1.4352e-012
1994	1.4383e-012
1995	1.4471e-012
1996	1.4612e-012
1997	1.4792e-012
1998	1.4994e-012
1999	1.6909e-012
2000	1.6737e-012
2001	1.6581e-012
2002	1.6458e-012
2003	1.6379e-012
2004	1.6352e-012
2005	1.6379e-012
2006	1.6458e-012
2007	1.6581e-012
2008	1.6737e-012
2009	1.6909e-012
2010	1.8867e-012
2011	1.8718e-012
2012	1.8582e-012
2013	1.8473e-012
2014	1.8402e-012
2015	1.8378e-012
2016	1.8402e-012
2017	1.8473e-012
2018	1.8582e-012
2019	1.8718e-012
2020	1.8867e-012
2021	2.0863e-012
2022	2.0729e-012
2023	2.0608e-012
2024	2.051e-012
2025	2.0446e-012
2026	2.0424e-012
2027	2.0446e-012
2028	2.051e-012
2029	2.0608e-012
2030	2.0729e-012
2031	2.0863e-012
2032	2.289e-012
2033	2.2767e-012
2034	2.2654e-012
2035	2.2564e-012
2036	2.2504e-012
2037	2.2484e-012
2038	2.2504e-012
2039	2.2564e-012
2040	2.2654e-012
2041	2.2767e-012
2042	2.289e-012
2043	0.
2044	0.
2045	0.
2046	0.
2047	0.
2048	0.
2049	0.
2050	0.
2051	0.
2052	0.
2053	0.
2054	0.
2055	4.0848e-013
2056	6.283e-013
2057	8.1316e-013
2058	9.8685e-013
2059	1.1599e-012
2060	1.3369e-012
2061	1.5194e-012
2062	1.7077e-012
2063	1.9015e-012
2064	2.0999e-012
2065	2.3018e-012
2066	2.289e-012
2067	2.2767e-012
2068	2.2654e-012
2069	2.2564e-012
2070	2.2504e-012
2071	2.2484e-012
2072	2.2504e-012
2073	2.2564e-012
2074	2.2654e-012
2075	2.2767e-012
2076	2.289e-012
2077	2.0863e-012
2078	2.0729e-012
2079	2.0608e-012
2080	2.051e-012
2081	2.0446e-012
2082	2.0424e-012
2083	2.0446e-012
2084	2.051e-012
2085	2.0608e-012
2086	2.0729e-012
2087	2.0863e-012
2088	1.8867e-012
2089	1.8718e-012
2090	1.8582e-012
2091	1.8473e-012
2092	1.8402e-012
2093	1.8378e-012
2094	1.8402e-012
2095	1.8473e-012
2096	1.8582e-012
2097	1.8718e-012
2098	1.8867e-012
2099	1.6909e-012
2100	1.6737e-012
2101	1.6581e-012
2102	1.6458e-012
2103	1.6379e-012
2104	1.6352e-012
2105	1.6379e-012
2106	1.6458e-012
2107	1.6581e-012
2108	1.6737e-012
2109	1.6909e-012
2110	1.4994e-012
2111	1.4792e-012
2112	1.4612e-012
2113	1.4471e-012
2114	1.4383e-012
2115	1.4352e-012
2116	1.4383e-012
2117	1.4471e-012
2118	1.4612e-012
2119	1.4792e-012
2120	1.4994e-012
2121	1.3125e-012
2122	1.2885e-012
2123	1.2676e-012
2124	1.2519e-012
2125	1.2422e-012
2126	1.239e-012
2127	1.2422e-012
2128	1.2519e-012
2129	1.2676e-012
2130	1.2885e-012
2131	1.3125e-012
2132	1.1297e-012
2133	1.1011e-012
2134	1.0776e-012
2135	1.0608e-012
2136	1.0508e-012
2137	1.0475e-012
2138	1.0508e-012
2139	1.0608e-012
2140	1.0776e-012
2141	1.1011e-012
2142	1.1297e-012
2143	9.487e-013
2144	9.1551e-013
2145	8.9058e-013
2146	8.7403e-013
2147	8.6473e-013
2148	8.6175e-013
2149	8.6473e-013
2150	8.7403e-013
2151	8.9058e-013
2152	9.1551e-013
2153	9.487e-013
2154	7.6568e-013
2155	7.29e-013
2156	7.0514e-013
2157	6.9108e-013
2158	6.8378e-013
2159	6.815e-013
2160	6.8378e-013
2161	6.9108e-013
2162	7.0514e-013
2163	7.29e-013
2164	7.6568e-013
2165	5.6771e-013
2166	5.3298e-013
2167	5.1566e-013
2168	5.0651e-013
2169	5.0222e-013
2170	5.0093e-013
2171	5.0222e-013
2172	5.0651e-013
2173	5.1566e-013
2174	5.3298e-013
2175	5.6771e-013
2176	3.4592e-013
2177	3.1918e-013
2178	3.1196e-013
2179	3.086e-013
2180	3.0722e-013
2181	3.0682e-013
2182	3.0722e-013
2183	3.086e-013
2184	3.1196e-013
2185	3.1918e-013
2186	3.4592e-013
2187	0.
2188	0.
2189	0.
2190	0.
2191	0.
2192	0.
2193	0.
2194	0.
2195	0.
2196	0.
2197	0.
2198	3.8637e-013
2199	2.4605e-013
2200	2.4605e-013
2201	1.2141e-013
2202	2.9064e-013
2203	2.9064e-013
2204	6.1044e-013
2205	4.7822e-013
2206	4.7822e-013
2207	5.3311e-013
2208	5.3311e-013
2209	8.1232e-013
2210	6.9186e-013
2211	6.9186e-013
2212	7.3841e-013
2213	7.3841e-013
2214	1.0036e-012
2215	8.9e-013
2216	8.9e-013
2217	9.2833e-013
2218	9.2833e-013
2219	1.1927e-012
2220	1.0829e-012
2221	1.0829e-012
2222	1.1139e-012
2223	1.1139e-012
2224	1.383e-012
2225	1.2751e-012
2226	1.2751e-012
2227	1.3002e-012
2228	1.3002e-012
2229	1.5762e-012
2230	1.4689e-012
2231	1.4689e-012
2232	1.4895e-012
2233	1.4895e-012
2234	1.7725e-012
2235	1.6653e-012
2236	1.6653e-012
2237	1.6825e-012
2238	1.6825e-012
2239	1.972e-012
2240	1.8644e-012
2241	1.8644e-012
2242	1.8794e-012
2243	1.8794e-012
2244	2.1742e-012
2245	2.0661e-012
2246	2.0661e-012
2247	2.0796e-012
2248	2.0796e-012
2249	2.2701e-012
2250	2.2701e-012
2251	2.3787e-012
2252	2.2825e-012
2253	2.2825e-012
2254	3.495e-013
2255	2.2911e-013
2256	2.1126e-013
2257	1.0951e-013
2258	2.6066e-013
2259	5.6956e-013
2260	4.4855e-013
2261	4.3605e-013
2262	4.9641e-013
2263	7.7476e-013
2264	6.5941e-013
2265	6.5019e-013
2266	7.0049e-013
2267	9.7143e-013
2268	8.5932e-013
2269	8.5399e-013
2270	8.9451e-013
2271	1.1659e-012
2272	1.056e-012
2273	1.0529e-012
2274	1.0851e-012
2275	1.3608e-012
2276	1.2522e-012
2277	1.2504e-012
2278	1.276e-012
2279	1.5576e-012
2280	1.4496e-012
2281	1.4485e-012
2282	1.4693e-012
2283	1.7567e-012
2284	1.6489e-012
2285	1.6482e-012
2286	1.6655e-012
2287	1.9581e-012
2288	1.8502e-012
2289	1.8497e-012
2290	1.8645e-012
2291	2.1617e-012
2292	2.0535e-012
2293	2.0531e-012
2294	2.0663e-012
2295	2.2585e-012
2296	2.2581e-012
2297	2.367e-012
2298	2.2703e-012
2299	3.3275e-013
2300	2.2193e-013
2301	1.9955e-013
2302	1.0389e-013
2303	2.5129e-013
2304	5.4545e-013
2305	4.3329e-013
2306	4.1371e-013
2307	4.7742e-013
2308	7.4828e-013
2309	6.3923e-013
2310	6.228e-013
2311	6.7573e-013
2312	9.4627e-013
2313	8.3773e-013
2314	8.2706e-013
2315	8.6923e-013
2316	1.1435e-012
2317	1.0354e-012
2318	1.0285e-012
2319	1.0615e-012
2320	1.3414e-012
2321	1.2337e-012
2322	1.2292e-012
2323	1.2553e-012
2324	1.541e-012
2325	1.4335e-012
2326	1.4305e-012
2327	1.4514e-012
2328	1.7424e-012
2329	1.635e-012
2330	1.6328e-012
2331	1.65e-012
2332	1.9456e-012
2333	1.8381e-012
2334	1.8364e-012
2335	1.8511e-012
2336	2.1503e-012
2337	2.0427e-012
2338	2.0412e-012
2339	2.0543e-012
2340	2.2485e-012
2341	2.2473e-012
2342	2.3565e-012
2343	2.2593e-012
2344	3.2464e-013
2345	2.1837e-013
2346	1.9361e-013
2347	1.0138e-013
2348	2.4672e-013
2349	5.319e-013
2350	4.2536e-013
2351	4.0157e-013
2352	4.6728e-013
2353	7.3159e-013
2354	6.2772e-013
2355	6.0647e-013
2356	6.6101e-013
2357	9.2889e-013
2358	8.2437e-013
2359	8.0918e-013
2360	8.5242e-013
2361	1.127e-012
2362	1.0219e-012
2363	1.011e-012
2364	1.0447e-012
2365	1.3267e-012
2366	1.221e-012
2367	1.2134e-012
2368	1.2397e-012
2369	1.5281e-012
2370	1.4221e-012
2371	1.4166e-012
2372	1.4375e-012
2373	1.7311e-012
2374	1.625e-012
2375	1.6207e-012
2376	1.6379e-012
2377	1.9356e-012
2378	1.8293e-012
2379	1.8258e-012
2380	1.8404e-012
2381	2.1412e-012
2382	2.0347e-012
2383	2.0318e-012
2384	2.0447e-012
2385	2.2412e-012
2386	2.2387e-012
2387	2.348e-012
2388	2.2504e-012
2389	3.2072e-013
2390	2.1688e-013
2391	1.9084e-013
2392	1.0017e-013
2393	2.4468e-013
2394	5.25e-013
2395	4.2195e-013
2396	3.9564e-013
2397	4.6242e-013
2398	7.225e-013
2399	6.2252e-013
2400	5.9788e-013
2401	6.5332e-013
2402	9.1885e-013
2403	8.1804e-013
2404	7.9913e-013
2405	8.4297e-013
2406	1.1171e-012
2407	1.0152e-012
2408	1.0007e-012
2409	1.0347e-012
2410	1.3175e-012
2411	1.2146e-012
2412	1.2037e-012
2413	1.2301e-012
2414	1.5199e-012
2415	1.4163e-012
2416	1.4078e-012
2417	1.4288e-012
2418	1.7239e-012
2419	1.6198e-012
2420	1.6131e-012
2421	1.6301e-012
2422	1.9291e-012
2423	1.8246e-012
2424	1.8191e-012
2425	1.8335e-012
2426	2.1354e-012
2427	2.0305e-012
2428	2.0257e-012
2429	2.0385e-012
2430	2.2373e-012
2431	2.233e-012
2432	2.3425e-012
2433	2.2446e-012
2434	3.1955e-013
2435	2.1688e-013
2436	1.9e-013
2437	9.9812e-014
2438	2.4407e-013
2439	5.2289e-013
2440	4.2195e-013
2441	3.9383e-013
2442	4.6095e-013
2443	7.1963e-013
2444	6.2252e-013
2445	5.9519e-013
2446	6.5091e-013
2447	9.1559e-013
2448	8.1804e-013
2449	7.959e-013
2450	8.3993e-013
2451	1.1138e-012
2452	1.0152e-012
2453	9.9735e-013
2454	1.0314e-012
2455	1.3144e-012
2456	1.2146e-012
2457	1.2004e-012
2458	1.2269e-012
2459	1.5171e-012
2460	1.4163e-012
2461	1.4049e-012
2462	1.4258e-012
2463	1.7214e-012
2464	1.6198e-012
2465	1.6104e-012
2466	1.6275e-012
2467	1.9269e-012
2468	1.8246e-012
2469	1.8167e-012
2470	1.8312e-012
2471	2.1333e-012
2472	2.0305e-012
2473	2.0236e-012
2474	2.0363e-012
2475	2.2373e-012
2476	2.2311e-012
2477	2.3406e-012
2478	2.2426e-012
2479	3.2072e-013
2480	2.1837e-013
2481	1.9084e-013
2482	1.0017e-013
2483	2.4468e-013
2484	5.25e-013
2485	4.2536e-013
2486	3.9564e-013
2487	4.6242e-013
2488	7.225e-013
2489	6.2772e-013
2490	5.9788e-013
2491	6.5332e-013
2492	9.1885e-013
2493	8.2437e-013
2494	7.9913e-013
2495	8.4297e-013
2496	1.1171e-012
2497	1.0219e-012
2498	1.0007e-012
2499	1.0347e-012
2500	1.3175e-012
2501	1.221e-012
2502	1.2037e-012
2503	1.2301e-012
2504	1.5199e-012
2505	1.4221e-012
2506	1.4078e-012
2507	1.4288e-012
2508	1.7239e-012
2509	1.625e-012
2510	1.6131e-012
2511	1.6301e-012
2512	1.9291e-012
2513	1.8293e-012
2514	1.8191e-012
2515	1.8335e-012
2516	2.1354e-012
2517	2.0347e-012
2518	2.0257e-012
2519	2.0385e-012
2520	2.2412e-012
2521	2.233e-012
2522	2.3425e-012
2523	2.2446e-012
2524	3.2464e-013
2525	2.2193e-013
2526	1.9361e-013
2527	1.0138e-013
2528	2.4672e-013
2529	5.319e-013
2530	4.3329e-013
2531	4.0157e-013
2532	4.6728e-013
2533	7.3159e-013
2534	6.3923e-013
2535	6.0647e-013
2536	6.6101e-013
2537	9.2889e-013
2538	8.3773e-013
2539	8.0918e-013
2540	8.5242e-013
2541	1.127e-012
2542	1.0354e-012
2543	1.011e-012
2544	1.0447e-012
2545	1.3267e-012
2546	1.2337e-012
2547	1.2134e-012
2548	1.2397e-012
2549	1.5281e-012
2550	1.4335e-012
2551	1.4166e-012
2552	1.4375e-012
2553	1.7311e-012
2554	1.635e-012
2555	1.6207e-012
2556	1.6379e-012
2557	1.9356e-012
2558	1.8381e-012
2559	1.8258e-012
2560	1.8404e-012
2561	2.1412e-012
2562	2.0427e-012
2563	2.0318e-012
2564	2.0447e-012
2565	2.2485e-012
2566	2.2387e-012
2567	2.348e-012
2568	2.2504e-012
2569	3.3275e-013
2570	2.2911e-013
2571	1.9955e-013
2572	1.0389e-013
2573	2.5129e-013
2574	5.4545e-013
2575	4.4855e-013
2576	4.1371e-013
2577	4.7742e-013
2578	7.4828e-013
2579	6.5941e-013
2580	6.228e-013
2581	6.7573e-013
2582	9.4627e-013
2583	8.5932e-013
2584	8.2706e-013
2585	8.6923e-013
2586	1.1435e-012
2587	1.056e-012
2588	1.0285e-012
2589	1.0615e-012
2590	1.3414e-012
2591	1.2522e-012
2592	1.2292e-012
2593	1.2553e-012
2594	1.541e-012
2595	1.4496e-012
2596	1.4305e-012
2597	1.4514e-012
2598	1.7424e-012
2599	1.6489e-012
2600	1.6328e-012
2601	1.65e-012
2602	1.9456e-012
2603	1.8502e-012
2604	1.8364e-012
2605	1.8511e-012
2606	2.1503e-012
2607	2.0535e-012
2608	2.0412e-012
2609	2.0543e-012
2610	2.2585e-012
2611	2.2473e-012
2612	2.3565e-012
2613	2.2593e-012
2614	3.495e-013
2615	2.4605e-013
2616	2.1126e-013
2617	1.0951e-013
2618	2.6066e-013
2619	5.6956e-013
2620	4.7822e-013
2621	4.3605e-013
2622	4.9641e-013
2623	7.7476e-013
2624	6.9186e-013
2625	6.5019e-013
2626	7.0049e-013
2627	9.7143e-013
2628	8.9e-013
2629	8.5399e-013
2630	8.9451e-013
2631	1.1659e-012
2632	1.0829e-012
2633	1.0529e-012
2634	1.0851e-012
2635	1.3608e-012
2636	1.2751e-012
2637	1.2504e-012
2638	1.276e-012
2639	1.5576e-012
2640	1.4689e-012
2641	1.4485e-012
2642	1.4693e-012
2643	1.7567e-012
2644	1.6653e-012
2645	1.6482e-012
2646	1.6655e-012
2647	1.9581e-012
2648	1.8644e-012
2649	1.8497e-012
2650	1.8645e-012
2651	2.1617e-012
2652	2.0661e-012
2653	2.0531e-012
2654	2.0663e-012
2655	2.2701e-012
2656	2.2581e-012
2657	2.367e-012
2658	2.2703e-012
2659	3.8637e-013
2660	2.4605e-013
2661	1.2141e-013
2662	2.9064e-013
2663	2.9064e-013
2664	6.1044e-013
2665	4.7822e-013
2666	5.3311e-013
2667	5.3311e-013
2668	8.1232e-013
2669	6.9186e-013
2670	7.3841e-013
2671	7.3841e-013
2672	1.0036e-012
2673	8.9e-013
2674	9.2833e-013
2675	9.2833e-013
2676	1.1927e-012
2677	1.0829e-012
2678	1.1139e-012
2679	1.1139e-012
2680	1.383e-012
2681	1.2751e-012
2682	1.3002e-012
2683	1.3002e-012
2684	1.5762e-012
2685	1.4689e-012
2686	1.4895e-012
2687	1.4895e-012
2688	1.7725e-012
2689	1.6653e-012
2690	1.6825e-012
2691	1.6825e-012
2692	1.972e-012
2693	1.8644e-012
2694	1.8794e-012
2695	1.8794e-012
2696	2.1742e-012
2697	2.0661e-012
2698	2.0796e-012
2699	2.0796e-012
2700	2.2701e-012
2701	2.3787e-012
2702	2.2825e-012
2703	2.2825e-012
2704	3.495e-013
2705	2.1126e-013
2706	2.2911e-013
2707	1.0951e-013
2708	2.6066e-013
2709	5.6956e-013
2710	4.3605e-013
2711	4.4855e-013
2712	4.9641e-013
2713	7.7476e-013
2714	6.5019e-013
2715	6.5941e-013
2716	7.0049e-013
2717	9.7143e-013
2718	8.5399e-013
2719	8.5932e-013
2720	8.9451e-013
2721	1.1659e-012
2722	1.0529e-012
2723	1.056e-012
2724	1.0851e-012
2725	1.3608e-012
2726	1.2504e-012
2727	1.2522e-012
2728	1.276e-012
2729	1.5576e-012
2730	1.4485e-012
2731	1.4496e-012
