Node Number	Maximum Principal Stress (Pa)
1426	-1.7498
1427	-1.7292
1428	-1.6826
1429	-1.6587
1430	-1.2232
1431	-1.2383
1432	-1.6471
1433	-1.6587
1434	-1.6978
1435	-1.7153
1436	-1.7214
1437	-1.7153
1438	-1.6978
1439	-1.6587
1440	-1.6471
1441	-1.2383
1442	-0.92353
1443	-1.2383
1444	-1.2232
1445	-1.2416
1446	-1.2479
1447	-1.2502
1448	-1.2479
1449	-1.2416
1450	-1.2232
1451	-1.2383
1452	-0.92353
1453	2.2397e-003
1454	1.631e-002
1455	4.2192e-002
1456	6.9228e-002
1457	8.877e-002
1458	9.5826e-002
1459	8.877e-002
1460	6.9228e-002
1461	4.2192e-002
1462	1.631e-002
1463	2.2396e-003
1464	1.631e-002
1465	2.3539e-002
1466	4.6445e-002
1467	7.4061e-002
1468	9.419e-002
1469	0.10145
1470	9.419e-002
1471	7.4061e-002
1472	4.6445e-002
1473	2.3539e-002
1474	1.631e-002
1475	4.2192e-002
1476	4.6445e-002
1477	5.6192e-002
1478	8.1682e-002
1479	0.1024
1480	0.10987
1481	0.1024
1482	8.1682e-002
1483	5.6192e-002
1484	4.6445e-002
1485	4.2192e-002
1486	6.9228e-002
1487	7.4061e-002
1488	8.1682e-002
1489	9.0777e-002
1490	0.11065
1491	0.11835
1492	0.11065
1493	9.0777e-002
1494	8.1682e-002
1495	7.4061e-002
1496	6.9228e-002
1497	8.877e-002
1498	9.419e-002
1499	0.1024
1500	0.11065
1501	0.1169
1502	0.12442
1503	0.1169
1504	0.11065
1505	0.1024
1506	9.419e-002
1507	8.8771e-002
1508	9.5826e-002
1509	0.10145
1510	0.10987
1511	0.11835
1512	0.12442
1513	0.12661
1514	0.12442
1515	0.11835
1516	0.10987
1517	0.10145
1518	9.5826e-002
1519	8.8771e-002
1520	9.419e-002
1521	0.1024
1522	0.11065
1523	0.1169
1524	0.12442
1525	0.1169
1526	0.11065
1527	0.1024
1528	9.419e-002
1529	8.877e-002
1530	6.9228e-002
1531	7.4061e-002
1532	8.1682e-002
1533	9.0777e-002
1534	0.11065
1535	0.11835
1536	0.11065
1537	9.0777e-002
1538	8.1682e-002
1539	7.4061e-002
1540	6.9228e-002
1541	4.2192e-002
1542	4.6445e-002
1543	5.6192e-002
1544	8.1682e-002
1545	0.1024
1546	0.10987
1547	0.1024
1548	8.1682e-002
1549	5.6192e-002
1550	4.6445e-002
1551	4.2192e-002
1552	1.631e-002
1553	2.3539e-002
1554	4.6445e-002
1555	7.4061e-002
1556	9.419e-002
1557	0.10145
1558	9.419e-002
1559	7.4061e-002
1560	4.6445e-002
1561	2.3539e-002
1562	1.631e-002
1563	2.2397e-003
1564	1.631e-002
1565	4.2192e-002
1566	6.9228e-002
1567	8.877e-002
1568	9.5826e-002
1569	8.877e-002
1570	6.9228e-002
1571	4.2192e-002
1572	1.631e-002
1573	2.2395e-003
1574	1.7687e-003
1575	1.6363e-002
1576	4.0625e-002
1577	6.5639e-002
1578	8.3809e-002
1579	9.0394e-002
1580	8.3809e-002
1581	6.5639e-002
1582	4.0624e-002
1583	1.6363e-002
1584	1.7683e-003
1585	-7.1604e-004
1586	1.7692e-003
1587	1.6364e-002
1588	4.0625e-002
1589	6.5639e-002
1590	8.3809e-002
1591	9.0394e-002
1592	8.3809e-002
1593	6.5639e-002
1594	4.0625e-002
1595	1.6363e-002
1596	1.7688e-003
1597	-7.1614e-004
1598	1.7687e-003
1599	1.6363e-002
1600	4.0625e-002
1601	6.5639e-002
1602	8.3809e-002
1603	9.0394e-002
1604	8.3809e-002
1605	6.5639e-002
1606	4.0625e-002
1607	1.6363e-002
1608	1.7688e-003
1609	-7.1613e-004
1610	1.7687e-003
1611	1.6363e-002
1612	4.0625e-002
1613	6.5639e-002
1614	8.3809e-002
1615	9.0394e-002
1616	8.3809e-002
1617	6.5639e-002
1618	4.0625e-002
1619	1.6363e-002
1620	1.7687e-003
1621	-7.1598e-004
1622	6.1829e-003
1623	3.5604e-003
1624	3.3694e-003
1625	4.2855e-003
1626	5.897e-003
1627	7.9021e-003
1628	1.0709e-002
1629	1.2281e-002
1630	4.1755e-002
1631	2.6996e-002
1632	0.64828
1633	1.7972e-002
1634	1.5319e-002
1635	1.6486e-002
1636	2.0494e-002
1637	2.5632e-002
1638	2.9322e-002
1639	2.9129e-002
1640	1.2886e-002
1641	4.3773e-002
1642	-4.25e-002
1643	0.69404
1644	3.1614e-002
1645	2.8783e-002
1646	3.186e-002
1647	3.8152e-002
1648	4.3839e-002
1649	4.3405e-002
1650	2.8467e-002
1651	-3.2013e-003
1652	4.684e-002
1653	-5.1358e-002
1654	0.68848
1655	4.4837e-002
1656	4.0183e-002
1657	4.4199e-002
1658	5.111e-002
1659	5.4741e-002
1660	4.6525e-002
1661	1.4865e-002
1662	-3.3137e-003
1663	4.775e-002
1664	-5.0574e-002
1665	0.68743
1666	5.4335e-002
1667	4.7646e-002
1668	5.171e-002
1669	5.8318e-002
1670	5.9456e-002
1671	4.4624e-002
1672	3.8655e-003
1673	-3.297e-003
1674	4.7445e-002
1675	-5.095e-002
1676	0.68821
1677	5.7775e-002
1678	5.0226e-002
1679	5.4188e-002
1680	6.0553e-002
1681	6.0636e-002
1682	4.3281e-002
1683	3.7965e-003
1684	-3.2331e-003
1685	4.7592e-002
1686	-5.1024e-002
1687	0.68819
1688	5.4335e-002
1689	4.7646e-002
1690	5.171e-002
1691	5.8318e-002
1692	5.9456e-002
1693	4.4624e-002
1694	3.8655e-003
1695	-3.297e-003
1696	4.7445e-002
1697	-5.095e-002
1698	0.68821
1699	4.4837e-002
1700	4.0183e-002
1701	4.4199e-002
1702	5.111e-002
1703	5.4741e-002
1704	4.6525e-002
1705	1.4865e-002
1706	-3.3137e-003
1707	4.775e-002
1708	-5.0574e-002
1709	0.68743
1710	3.1614e-002
1711	2.8782e-002
1712	3.186e-002
1713	3.8152e-002
1714	4.3839e-002
1715	4.3405e-002
1716	2.8467e-002
1717	-3.2013e-003
1718	4.684e-002
1719	-5.1358e-002
1720	0.68848
1721	1.7972e-002
1722	1.5319e-002
1723	1.6486e-002
1724	2.0494e-002
1725	2.5632e-002
1726	2.9322e-002
1727	2.9129e-002
1728	1.2886e-002
1729	4.3773e-002
1730	-4.25e-002
1731	0.69404
1732	6.183e-003
1733	3.5605e-003
1734	3.3693e-003
1735	4.2854e-003
1736	5.8969e-003
1737	7.9018e-003
1738	1.0709e-002
1739	1.2281e-002
1740	4.1755e-002
1741	2.6996e-002
1742	0.64828
1743	-1.6809
1744	-1.929
1745	-1.9402
1746	-1.9591
1747	-1.9694
1748	-1.9725
1749	-1.9694
1750	-1.9591
1751	-1.9402
1752	-1.929
1753	-1.6809
1754	-2.3654
1755	0.98788
1756	-7.2323e-002
1757	5.5284e-002
1758	-9.6501e-003
1759	8.6152e-004
1760	-1.8744e-003
1761	-1.0736e-003
1762	-9.3388e-004
1763	-7.8496e-004
1764	-4.9598e-004
1765	-6.33e-004
1766	-2.3654
1767	0.98788
1768	-7.2323e-002
1769	5.5284e-002
1770	-9.6502e-003
1771	8.6139e-004
1772	-1.8744e-003
1773	-1.0736e-003
1774	-9.3391e-004
1775	-7.85e-004
1776	-4.9591e-004
1777	-6.3306e-004
1778	0.64828
1779	0.69404
1780	0.68848
1781	0.68743
1782	0.68821
1783	0.68819
1784	0.68821
1785	0.68743
1786	0.68848
1787	0.69404
1788	0.64828
1789	2.6996e-002
1790	-4.2499e-002
1791	-5.1358e-002
1792	-5.0574e-002
1793	-5.095e-002
1794	-5.1024e-002
1795	-5.095e-002
1796	-5.0574e-002
1797	-5.1358e-002
1798	-4.25e-002
1799	2.6996e-002
1800	4.1755e-002
1801	4.3773e-002
1802	4.684e-002
1803	4.775e-002
1804	4.7445e-002
1805	4.7592e-002
1806	4.7445e-002
1807	4.775e-002
1808	4.684e-002
1809	4.3773e-002
1810	4.1755e-002
1811	1.2281e-002
1812	1.2886e-002
1813	-3.2013e-003
1814	-3.3137e-003
1815	-3.2971e-003
1816	-3.2331e-003
1817	-3.297e-003
1818	-3.3137e-003
1819	-3.2013e-003
1820	1.2886e-002
1821	1.2281e-002
1822	1.0709e-002
1823	2.9129e-002
1824	2.8467e-002
1825	1.4865e-002
1826	3.8655e-003
1827	3.7965e-003
1828	3.8657e-003
1829	1.4865e-002
1830	2.8467e-002
1831	2.9129e-002
1832	1.0709e-002
1833	7.9024e-003
1834	2.9322e-002
1835	4.3405e-002
1836	4.6525e-002
1837	4.4624e-002
1838	4.3281e-002
1839	4.4624e-002
1840	4.6525e-002
1841	4.3405e-002
1842	2.9322e-002
1843	7.9024e-003
1844	5.8972e-003
1845	2.5632e-002
1846	4.3839e-002
1847	5.4741e-002
1848	5.9456e-002
1849	6.0636e-002
1850	5.9456e-002
1851	5.4741e-002
1852	4.3839e-002
1853	2.5632e-002
1854	5.8972e-003
1855	4.2854e-003
1856	2.0494e-002
1857	3.8152e-002
1858	5.111e-002
1859	5.8318e-002
1860	6.0553e-002
1861	5.8318e-002
1862	5.111e-002
1863	3.8152e-002
1864	2.0494e-002
1865	4.2854e-003
1866	3.3694e-003
1867	1.6486e-002
1868	3.186e-002
1869	4.4199e-002
1870	5.171e-002
1871	5.4188e-002
1872	5.171e-002
1873	4.4199e-002
1874	3.186e-002
1875	1.6486e-002
1876	3.3693e-003
1877	3.5605e-003
1878	1.5319e-002
1879	2.8783e-002
1880	4.0183e-002
1881	4.7646e-002
1882	5.0226e-002
1883	4.7646e-002
1884	4.0183e-002
1885	2.8783e-002
1886	1.5319e-002
1887	3.5606e-003
1888	6.1829e-003
1889	1.7972e-002
1890	3.1614e-002
1891	4.4837e-002
1892	5.4335e-002
1893	5.7775e-002
1894	5.4335e-002
1895	4.4837e-002
1896	3.1614e-002
1897	1.7972e-002
1898	6.183e-003
1899	-1.6809
1900	-1.929
1901	-1.9402
1902	-1.9591
1903	-1.9694
1904	-1.9725
1905	-1.9694
1906	-1.9591
1907	-1.9402
1908	-1.929
1909	-1.6809
1910	-2.3654
1911	0.98788
1912	-7.2323e-002
1913	5.5284e-002
1914	-9.6501e-003
1915	8.6129e-004
1916	-1.8745e-003
1917	-1.0736e-003
1918	-9.3376e-004
1919	-7.8493e-004
1920	-4.9601e-004
1921	-6.3311e-004
1922	0.64828
1923	0.69404
1924	0.68848
1925	0.68743
1926	0.68821
1927	0.68819
1928	0.68821
1929	0.68743
1930	0.68848
1931	0.69404
1932	0.64828
1933	2.6996e-002
1934	-4.25e-002
1935	-5.1358e-002
1936	-5.0574e-002
1937	-5.095e-002
1938	-5.1024e-002
1939	-5.095e-002
1940	-5.0574e-002
1941	-5.1358e-002
1942	-4.25e-002
1943	2.6996e-002
1944	4.1755e-002
1945	4.3773e-002
1946	4.684e-002
1947	4.775e-002
1948	4.7445e-002
1949	4.7592e-002
1950	4.7445e-002
1951	4.775e-002
1952	4.684e-002
1953	4.3773e-002
1954	4.1755e-002
1955	1.2281e-002
1956	1.2886e-002
1957	-3.2013e-003
1958	-3.3137e-003
1959	-3.297e-003
1960	-3.2331e-003
1961	-3.297e-003
1962	-3.3138e-003
1963	-3.2013e-003
1964	1.2886e-002
1965	1.2281e-002
1966	1.0709e-002
1967	2.9129e-002
1968	2.8467e-002
1969	1.4865e-002
1970	3.8656e-003
1971	3.7966e-003
1972	3.8655e-003
1973	1.4865e-002
1974	2.8467e-002
1975	2.9129e-002
1976	1.0709e-002
1977	7.9024e-003
1978	2.9322e-002
1979	4.3405e-002
1980	4.6525e-002
1981	4.4624e-002
1982	4.3281e-002
1983	4.4625e-002
1984	4.6525e-002
1985	4.3405e-002
1986	2.9322e-002
1987	7.9022e-003
1988	5.8971e-003
1989	2.5632e-002
1990	4.3839e-002
1991	5.4741e-002
1992	5.9456e-002
1993	6.0636e-002
1994	5.9456e-002
1995	5.4741e-002
1996	4.3839e-002
1997	2.5632e-002
1998	5.8972e-003
1999	4.2853e-003
2000	2.0493e-002
2001	3.8152e-002
2002	5.111e-002
2003	5.8318e-002
2004	6.0553e-002
2005	5.8318e-002
2006	5.111e-002
2007	3.8152e-002
2008	2.0494e-002
2009	4.2855e-003
2010	3.3694e-003
2011	1.6486e-002
2012	3.186e-002
2013	4.4199e-002
2014	5.171e-002
2015	5.4188e-002
2016	5.171e-002
2017	4.4199e-002
2018	3.186e-002
2019	1.6486e-002
2020	3.3693e-003
2021	3.5607e-003
2022	1.5319e-002
2023	2.8783e-002
2024	4.0183e-002
2025	4.7646e-002
2026	5.0226e-002
2027	4.7647e-002
2028	4.0183e-002
2029	2.8783e-002
2030	1.5319e-002
2031	3.5604e-003
2032	6.1835e-003
2033	1.7973e-002
2034	3.1614e-002
2035	4.4837e-002
2036	5.4335e-002
2037	5.7775e-002
2038	5.4335e-002
2039	4.4837e-002
2040	3.1614e-002
2041	1.7972e-002
2042	6.1829e-003
2043	-1.6809
2044	-1.929
2045	-1.9402
2046	-1.9591
2047	-1.9694
2048	-1.9725
2049	-1.9694
2050	-1.9591
2051	-1.9402
2052	-1.929
2053	-1.6809
2054	-2.3654
2055	0.98788
2056	-7.2323e-002
2057	5.5284e-002
2058	-9.65e-003
2059	8.6155e-004
2060	-1.8745e-003
2061	-1.0736e-003
2062	-9.3392e-004
2063	-7.8498e-004
2064	-4.9602e-004
2065	-6.3303e-004
2066	6.1823e-003
2067	1.7972e-002
2068	3.1614e-002
2069	4.4837e-002
2070	5.4335e-002
2071	5.7775e-002
2072	5.4335e-002
2073	4.4837e-002
2074	3.1614e-002
2075	1.7972e-002
2076	6.1828e-003
2077	3.5601e-003
2078	1.5319e-002
2079	2.8782e-002
2080	4.0183e-002
2081	4.7646e-002
2082	5.0226e-002
2083	4.7646e-002
2084	4.0183e-002
2085	2.8783e-002
2086	1.5319e-002
2087	3.5604e-003
2088	3.3692e-003
2089	1.6486e-002
2090	3.186e-002
2091	4.4199e-002
2092	5.171e-002
2093	5.4188e-002
2094	5.171e-002
2095	4.4199e-002
2096	3.186e-002
2097	1.6486e-002
2098	3.3694e-003
2099	4.2856e-003
2100	2.0494e-002
2101	3.8152e-002
2102	5.111e-002
2103	5.8318e-002
2104	6.0553e-002
2105	5.8318e-002
2106	5.111e-002
2107	3.8152e-002
2108	2.0494e-002
2109	4.2855e-003
2110	5.8972e-003
2111	2.5632e-002
2112	4.3839e-002
2113	5.4741e-002
2114	5.9456e-002
2115	6.0636e-002
2116	5.9456e-002
2117	5.4741e-002
2118	4.3839e-002
2119	2.5632e-002
2120	5.8974e-003
2121	7.9022e-003
2122	2.9322e-002
2123	4.3405e-002
2124	4.6525e-002
2125	4.4624e-002
2126	4.328e-002
2127	4.4624e-002
2128	4.6525e-002
2129	4.3405e-002
2130	2.9323e-002
2131	7.9028e-003
2132	1.0709e-002
2133	2.9129e-002
2134	2.8467e-002
2135	1.4865e-002
2136	3.8656e-003
2137	3.7966e-003
2138	3.8656e-003
2139	1.4865e-002
2140	2.8467e-002
2141	2.9129e-002
2142	1.071e-002
2143	1.2281e-002
2144	1.2886e-002
2145	-3.2013e-003
2146	-3.3137e-003
2147	-3.297e-003
2148	-3.2331e-003
2149	-3.297e-003
2150	-3.3138e-003
2151	-3.2014e-003
2152	1.2886e-002
2153	1.2281e-002
2154	4.1755e-002
2155	4.3773e-002
2156	4.684e-002
2157	4.775e-002
2158	4.7445e-002
2159	4.7592e-002
2160	4.7445e-002
2161	4.775e-002
2162	4.684e-002
2163	4.3773e-002
2164	4.1755e-002
2165	2.6996e-002
2166	-4.2499e-002
2167	-5.1358e-002
2168	-5.0574e-002
2169	-5.095e-002
2170	-5.1024e-002
2171	-5.095e-002
2172	-5.0574e-002
2173	-5.1358e-002
2174	-4.25e-002
2175	2.6996e-002
2176	0.64828
2177	0.69404
2178	0.68848
2179	0.68743
2180	0.68821
2181	0.68819
2182	0.68821
2183	0.68743
2184	0.68848
2185	0.69404
2186	0.64828
2187	-1.6809
2188	-1.929
2189	-1.9402
2190	-1.9591
2191	-1.9694
2192	-1.9725
2193	-1.9694
2194	-1.9591
2195	-1.9402
2196	-1.929
2197	-1.6809
2198	-0.3905
2199	-0.615
2200	-0.615
2201	-0.80337
2202	-9.0161e-002
2203	-9.0161e-002
2204	1.4453e-002
2205	-4.7476e-002
2206	-4.7476e-002
2207	8.8245e-003
2208	8.8245e-003
2209	2.9095e-002
2210	-1.1925e-002
2211	-1.1925e-002
2212	2.6939e-002
2213	2.6939e-002
2214	3.5606e-002
2215	2.878e-002
2216	2.878e-002
2217	2.3773e-002
2218	2.3773e-002
2219	2.7722e-002
2220	3.0634e-002
2221	3.0634e-002
2222	1.9837e-002
2223	1.9837e-002
2224	2.0315e-002
2225	2.7372e-002
2226	2.7372e-002
2227	1.4283e-002
2228	1.4283e-002
2229	1.3863e-002
2230	2.1659e-002
2231	2.1659e-002
2232	9.9891e-003
2233	9.9891e-003
2234	9.0331e-003
2235	1.6285e-002
2236	1.6285e-002
2237	6.6535e-003
2238	6.6535e-003
2239	5.9671e-003
2240	1.2616e-002
2241	1.2616e-002
2242	4.675e-003
2243	4.675e-003
2244	7.5057e-003
2245	1.1999e-002
2246	1.1999e-002
2247	4.6885e-003
2248	4.6885e-003
2249	1.4076e-002
2250	1.4076e-002
2251	5.4529e-003
2252	6.7158e-003
2253	6.7158e-003
2254	-0.35481
2255	-0.57923
2256	-0.76951
2257	-0.9412
2258	-2.4456e-002
2259	-5.4841e-002
2260	-7.444e-002
2261	-0.24285
2262	-5.6715e-002
2263	-8.2951e-003
2264	-4.6817e-002
2265	-9.4814e-002
2266	2.0849e-003
2267	2.3972e-002
2268	5.2951e-003
2269	-4.1012e-003
2270	1.238e-002
2271	3.0204e-002
2272	2.0965e-002
2273	2.2813e-002
2274	2.5077e-002
2275	2.9028e-002
2276	2.8606e-002
2277	2.9989e-002
2278	2.6826e-002
2279	2.4696e-002
2280	2.9291e-002
2281	2.8139e-002
2282	2.4532e-002
2283	2.0449e-002
2284	2.6994e-002
2285	2.3573e-002
2286	2.057e-002
2287	1.8396e-002
2288	2.4713e-002
2289	1.9551e-002
2290	1.7434e-002
2291	1.9256e-002
2292	2.4945e-002
2293	1.8664e-002
2294	1.6839e-002
2295	2.8206e-002
2296	2.1902e-002
2297	1.8198e-002
2298	1.906e-002
2299	-0.35814
2300	-0.57775
2301	-0.77947
2302	-0.92791
2303	-2.518e-002
2304	-7.146e-002
2305	-8.2123e-002
2306	-0.26797
2307	-7.0376e-002
2308	-3.0001e-002
2309	-5.6667e-002
2310	-0.13042
2311	-4.3972e-003
2312	3.2181e-003
2313	-1.0189e-002
2314	-3.8593e-002
2315	-3.9487e-003
2316	1.8628e-002
2317	5.7672e-003
2318	1.0413e-003
2319	1.4231e-002
2320	2.8318e-002
2321	2.0386e-002
2322	2.1291e-002
2323	3.0347e-002
2324	3.1477e-002
2325	3.0861e-002
2326	2.8831e-002
2327	3.5889e-002
2328	3.1135e-002
2329	3.4657e-002
2330	3.0214e-002
2331	3.4359e-002
2332	3.0993e-002
2333	3.5169e-002
2334	3.0005e-002
2335	3.1122e-002
2336	3.3701e-002
2337	3.703e-002
2338	3.1898e-002
2339	3.0153e-002
2340	4.357e-002
2341	3.7403e-002
2342	3.9033e-002
2343	3.3773e-002
2344	-0.35514
2345	-0.57644
2346	-0.77839
2347	-0.93015
2348	-2.5294e-002
2349	-7.2553e-002
2350	-8.1247e-002
2351	-0.26807
2352	-6.9378e-002
2353	-3.6844e-002
2354	-5.9776e-002
2355	-0.13926
2356	-5.8443e-003
2357	-7.5371e-003
2358	-1.5884e-002
2359	-5.3384e-002
2360	-9.0151e-003
2361	5.499e-003
2362	-2.9356e-003
2363	-1.5395e-002
2364	2.9133e-003
2365	2.1158e-002
2366	9.2368e-003
2367	7.7591e-003
2368	2.5571e-002
2369	3.3774e-002
2370	2.8561e-002
2371	2.4106e-002
2372	4.1389e-002
2373	3.86e-002
2374	3.8888e-002
2375	3.3477e-002
2376	4.4044e-002
2377	4.107e-002
2378	4.2376e-002
2379	3.7951e-002
2380	4.1882e-002
2381	4.6784e-002
2382	4.6133e-002
2383	4.2798e-002
2384	4.1355e-002
2385	5.6463e-002
2386	5.2728e-002
2387	6.013e-002
2388	4.7953e-002
2389	-0.35426
2390	-0.5761
2391	-0.77758
2392	-0.92969
2393	-2.4824e-002
2394	-7.3396e-002
2395	-8.116e-002
2396	-0.26843
2397	-6.9689e-002
2398	-3.9168e-002
2399	-6.0823e-002
2400	-0.14243
2401	-6.8147e-003
2402	-1.1179e-002
2403	-1.7557e-002
2404	-5.821e-002
2405	-1.0297e-002
2406	-1.2943e-003
2407	-5.9221e-003
2408	-2.2358e-002
2409	-6.9108e-004
2410	1.2249e-002
2411	1.3742e-003
2412	-2.4777e-003
2413	1.8639e-002
2414	3.3574e-002
2415	2.5886e-002
2416	1.7338e-002
2417	4.2861e-002
2418	4.2691e-002
2419	4.0575e-002
2420	3.4291e-002
2421	4.9229e-002
2422	4.7416e-002
2423	4.5953e-002
2424	4.2592e-002
2425	4.839e-002
2426	5.5782e-002
2427	5.0989e-002
2428	4.9901e-002
2429	4.8699e-002
2430	6.3751e-002
2431	6.3633e-002
2432	7.529e-002
2433	5.8078e-002
2434	-0.35409
2435	-0.5761
2436	-0.77756
2437	-0.92987
2438	-2.4972e-002
2439	-7.3428e-002
2440	-8.116e-002
2441	-0.26838
2442	-6.9709e-002
2443	-3.958e-002
2444	-6.0823e-002
2445	-0.14297
2446	-6.8279e-003
2447	-1.2018e-002
2448	-1.7557e-002
2449	-5.93e-002
2450	-1.0517e-002
2451	-3.024e-003
2452	-5.9221e-003
2453	-2.4099e-002
2454	-1.3686e-003
2455	6.3708e-003
2456	1.3742e-003
2457	-5.8521e-003
2458	1.5356e-002
2459	3.3173e-002
2460	2.5886e-002
2461	1.3348e-002
2462	4.2973e-002
2463	4.3956e-002
2464	4.0575e-002
2465	3.4307e-002
2466	5.0794e-002
2467	4.9567e-002
2468	4.5952e-002
2469	4.4091e-002
2470	5.0533e-002
2471	5.8975e-002
2472	5.0989e-002
2473	5.2357e-002
2474	5.1241e-002
2475	6.3751e-002
2476	6.756e-002
2477	8.076e-002
2478	6.1734e-002
2479	-0.35426
2480	-0.57644
2481	-0.77758
2482	-0.92969
2483	-2.4824e-002
2484	-7.3396e-002
2485	-8.1247e-002
2486	-0.26843
2487	-6.9689e-002
2488	-3.9168e-002
2489	-5.9776e-002
2490	-0.14243
2491	-6.8146e-003
2492	-1.1179e-002
2493	-1.5884e-002
2494	-5.821e-002
2495	-1.0297e-002
2496	-1.2943e-003
2497	-2.9356e-003
2498	-2.2358e-002
2499	-6.9103e-004
2500	1.2249e-002
2501	9.2368e-003
2502	-2.4776e-003
2503	1.8639e-002
2504	3.3574e-002
2505	2.8561e-002
2506	1.7338e-002
2507	4.2861e-002
2508	4.2691e-002
2509	3.8888e-002
2510	3.4291e-002
2511	4.9229e-002
2512	4.7416e-002
2513	4.2376e-002
2514	4.2592e-002
2515	4.8389e-002
2516	5.5782e-002
2517	4.6133e-002
2518	4.9901e-002
2519	4.8698e-002
2520	5.6463e-002
2521	6.3634e-002
2522	7.529e-002
2523	5.8078e-002
2524	-0.35514
2525	-0.57775
2526	-0.77839
2527	-0.93015
2528	-2.5294e-002
2529	-7.2553e-002
2530	-8.2123e-002
2531	-0.26807
2532	-6.9378e-002
2533	-3.6844e-002
2534	-5.6667e-002
2535	-0.13926
2536	-5.8443e-003
2537	-7.5371e-003
2538	-1.0189e-002
2539	-5.3384e-002
2540	-9.0151e-003
2541	5.499e-003
2542	5.7671e-003
2543	-1.5395e-002
2544	2.9133e-003
2545	2.1158e-002
2546	2.0386e-002
2547	7.759e-003
2548	2.5571e-002
2549	3.3774e-002
2550	3.0861e-002
2551	2.4106e-002
2552	4.1389e-002
2553	3.86e-002
2554	3.4657e-002
2555	3.3477e-002
2556	4.4044e-002
2557	4.107e-002
2558	3.5169e-002
2559	3.7951e-002
2560	4.1882e-002
2561	4.6784e-002
2562	3.703e-002
2563	4.2798e-002
2564	4.1355e-002
2565	4.357e-002
2566	5.2728e-002
2567	6.013e-002
2568	4.7953e-002
2569	-0.35814
2570	-0.57923
2571	-0.77947
2572	-0.92791
2573	-2.518e-002
2574	-7.146e-002
2575	-7.444e-002
2576	-0.26797
2577	-7.0376e-002
2578	-3.0001e-002
2579	-4.6817e-002
2580	-0.13042
2581	-4.3972e-003
2582	3.2181e-003
2583	5.2951e-003
2584	-3.8593e-002
2585	-3.9488e-003
2586	1.8628e-002
2587	2.0965e-002
2588	1.0412e-003
2589	1.4231e-002
2590	2.8318e-002
2591	2.8606e-002
2592	2.1291e-002
2593	3.0347e-002
2594	3.1476e-002
2595	2.9291e-002
2596	2.8831e-002
2597	3.5889e-002
2598	3.1135e-002
2599	2.6994e-002
2600	3.0214e-002
2601	3.4359e-002
2602	3.0993e-002
2603	2.4713e-002
2604	3.0005e-002
2605	3.1122e-002
2606	3.3701e-002
2607	2.4945e-002
2608	3.1898e-002
2609	3.0153e-002
2610	2.8206e-002
2611	3.7403e-002
2612	3.9033e-002
2613	3.3773e-002
2614	-0.35481
2615	-0.615
2616	-0.76951
2617	-0.9412
2618	-2.4456e-002
2619	-5.4841e-002
2620	-4.7476e-002
2621	-0.24285
2622	-5.6715e-002
2623	-8.2951e-003
2624	-1.1925e-002
2625	-9.4814e-002
2626	2.0849e-003
2627	2.3972e-002
2628	2.878e-002
2629	-4.1012e-003
2630	1.238e-002
2631	3.0203e-002
2632	3.0634e-002
2633	2.2813e-002
2634	2.5077e-002
2635	2.9028e-002
2636	2.7372e-002
2637	2.9989e-002
2638	2.6826e-002
2639	2.4696e-002
2640	2.1659e-002
2641	2.8139e-002
2642	2.4532e-002
2643	2.0449e-002
2644	1.6285e-002
2645	2.3573e-002
2646	2.057e-002
2647	1.8396e-002
2648	1.2616e-002
2649	1.9551e-002
2650	1.7434e-002
2651	1.9256e-002
2652	1.1999e-002
2653	1.8664e-002
2654	1.6839e-002
2655	1.4076e-002
2656	2.1902e-002
2657	1.8198e-002
2658	1.906e-002
2659	-0.3905
2660	-0.615
2661	-0.80337
2662	-9.0161e-002
2663	-9.0161e-002
2664	1.4453e-002
2665	-4.7476e-002
2666	8.8245e-003
2667	8.8245e-003
2668	2.9095e-002
2669	-1.1925e-002
2670	2.6939e-002
2671	2.6939e-002
2672	3.5606e-002
2673	2.878e-002
2674	2.3773e-002
2675	2.3773e-002
2676	2.7722e-002
2677	3.0634e-002
2678	1.9837e-002
2679	1.9837e-002
2680	2.0315e-002
2681	2.7372e-002
2682	1.4283e-002
2683	1.4283e-002
2684	1.3863e-002
2685	2.1659e-002
2686	9.9891e-003
2687	9.9891e-003
2688	9.0332e-003
2689	1.6285e-002
2690	6.6535e-003
2691	6.6535e-003
2692	5.9671e-003
2693	1.2616e-002
2694	4.675e-003
2695	4.675e-003
2696	7.5057e-003
2697	1.1999e-002
2698	4.6885e-003
2699	4.6886e-003
2700	1.4076e-002
2701	5.4528e-003
2702	6.7158e-003
2703	6.7159e-003
2704	-0.35481
2705	-0.76951
2706	-0.57923
2707	-0.9412
2708	-2.4456e-002
2709	-5.4841e-002
2710	-0.24285
2711	-7.444e-002
2712	-5.6715e-002
2713	-8.2951e-003
2714	-9.4814e-002
2715	-4.6817e-002
2716	2.0849e-003
2717	2.3972e-002
2718	-4.1012e-003
2719	5.2951e-003
2720	1.238e-002
2721	3.0203e-002
2722	2.2813e-002
2723	2.0965e-002
2724	2.5077e-002
2725	2.9028e-002
2726	2.9989e-002
2727	2.8606e-002
2728	2.6826e-002
2729	2.4696e-002
2730	2.8139e-002
2731	2.9291e-002
2732	2.4532e-002
2733	2.0449e-002
2734	2.3573e-002
2735	2.6994e-002
2736	2.057e-002
2737	1.8396e-002
